log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,size,date,status,note
compute_mismatch_3061329_3.out,mcz_td,mismatch,0:0:0.02,1,6.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz6p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2065593,2026-04-08,failed,"processed=0 skipped=1; template bank unavailable (OSError: Unable to synchronously open file (addr overflow, addr = 5264, size = 960, eoa = 2048); possible runtime issue: Error:"
compute_mismatch_3061329_4.out,mcz_td,mismatch,0:0:0.02,1,7.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz7_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2038419,2026-04-08,failed,"processed=0 skipped=1; template bank unavailable (OSError: Unable to synchronously open file (addr overflow, addr = 5264, size = 960, eoa = 2048); possible runtime issue: Error:"
compute_mismatch_3061329_5.out,mcz_td,mismatch,0:0:0.01,1,7.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz7p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2035684,2026-04-08,failed,"processed=0 skipped=1; template bank unavailable (OSError: Unable to synchronously open file (addr overflow, addr = 5264, size = 960, eoa = 2048); possible runtime issue: Error:"
compute_mismatch_3061329_6.out,mcz_td,mismatch,0:0:0.02,1,8.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz8_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2016833,2026-04-08,failed,"processed=0 skipped=1; template bank unavailable (OSError: Unable to synchronously open file (addr overflow, addr = 5264, size = 960, eoa = 2048); possible runtime issue: Error:"
compute_mismatch_3061329_7.out,mcz_td,mismatch,0:0:0.02,1,8.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz8p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2003297,2026-04-08,failed,"processed=0 skipped=1; template bank unavailable (OSError: Unable to synchronously open file (addr overflow, addr = 5264, size = 960, eoa = 2048); possible runtime issue: Error:"
compute_mismatch_3061329_8.out,mcz_td,mismatch,0:5:44.72,1,9.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz9_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1998726,2026-04-08,ok,
compute_mismatch_3061329_9.out,mcz_td,mismatch,0:5:41.28,1,9.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz9p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1984115,2026-04-08,ok,
compute_mismatch_3061329_10.out,mcz_td,mismatch,0:6:1.28,1,10.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz10_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1985789,2026-04-08,ok,
compute_mismatch_3061329_11.out,mcz_td,mismatch,0:5:52.53,1,10.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz10p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1980603,2026-04-08,ok,
compute_mismatch_3061329_12.out,mcz_td,mismatch,0:5:49.15,1,11.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz11_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1972800,2026-04-08,ok,
compute_mismatch_3061329_13.out,mcz_td,mismatch,0:5:32.69,1,11.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz11p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1967026,2026-04-08,ok,
compute_mismatch_3061329_14.out,mcz_td,mismatch,0:5:32.66,1,12.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz12_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1956838,2026-04-08,ok,
compute_mismatch_3061329_15.out,mcz_td,mismatch,0:5:33.13,1,12.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz12p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1963520,2026-04-08,ok,
compute_mismatch_3061329_16.out,mcz_td,mismatch,0:5:31.18,1,13.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz13_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1967849,2026-04-08,ok,
compute_mismatch_3061329_17.out,mcz_td,mismatch,0:5:49.54,1,13.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz13p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1966896,2026-04-08,ok,
compute_mismatch_3061329_18.out,mcz_td,mismatch,0:5:37.4,1,14.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz14_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1962574,2026-04-08,ok,
compute_mismatch_3061329_19.out,mcz_td,mismatch,0:5:25.8,1,14.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz14p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1966516,2026-04-08,ok,
compute_mismatch_3061329_20.out,mcz_td,mismatch,0:5:25.84,1,15.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1968685,2026-04-08,ok,
compute_mismatch_3061329_21.out,mcz_td,mismatch,0:5:26.42,1,15.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1967268,2026-04-08,ok,
compute_mismatch_3061329_22.out,mcz_td,mismatch,0:5:31.46,1,16.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz16_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1963036,2026-04-08,ok,
compute_mismatch_3061329_23.out,mcz_td,mismatch,0:5:27.24,1,16.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz16p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1961164,2026-04-08,ok,
compute_mismatch_3061329_24.out,mcz_td,mismatch,0:5:28.16,1,17.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz17_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1963795,2026-04-08,ok,
compute_mismatch_3061329_25.out,mcz_td,mismatch,0:5:24.22,1,17.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz17p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1961570,2026-04-08,ok,
compute_mismatch_3061329_26.out,mcz_td,mismatch,0:5:19.86,1,18.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz18_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1961022,2026-04-08,ok,
compute_mismatch_3061329_27.out,mcz_td,mismatch,0:5:24.53,1,18.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz18p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1961663,2026-04-08,ok,
compute_mismatch_3061329_28.out,mcz_td,mismatch,0:5:37.79,1,19.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz19_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957823,2026-04-08,ok,
compute_mismatch_3061329_29.out,mcz_td,mismatch,0:5:24.12,1,19.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz19p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1959180,2026-04-08,ok,
compute_mismatch_3061329_30.out,mcz_td,mismatch,0:5:36.53,1,20.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957323,2026-04-08,ok,
compute_mismatch_3061329_31.out,mcz_td,mismatch,0:5:35.0,1,20.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz20p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1958965,2026-04-08,ok,
compute_mismatch_3061329_32.out,mcz_td,mismatch,0:5:34.95,1,21.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz21_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1959648,2026-04-08,ok,
compute_mismatch_3061329_33.out,mcz_td,mismatch,0:5:19.9,1,21.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz21p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1958035,2026-04-08,ok,
compute_mismatch_3061329_34.out,mcz_td,mismatch,0:5:21.64,1,22.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz22_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957732,2026-04-08,ok,
compute_mismatch_3061329_35.out,mcz_td,mismatch,0:5:19.01,1,22.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz22p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957665,2026-04-08,ok,
compute_mismatch_3061329_36.out,mcz_td,mismatch,0:5:21.74,1,23.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz23_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1956532,2026-04-08,ok,
compute_mismatch_3061329_37.out,mcz_td,mismatch,0:5:20.53,1,23.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz23p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1956295,2026-04-08,ok,
compute_mismatch_3061329_38.out,mcz_td,mismatch,0:5:40.71,1,24.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz24_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1953897,2026-04-08,ok,
compute_mismatch_3061329_39.out,mcz_td,mismatch,0:5:16.98,1,24.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz24p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1951915,2026-04-08,ok,
compute_mismatch_3061329_40.out,mcz_td,mismatch,0:5:20.31,1,25.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957343,2026-04-08,ok,
compute_mismatch_3061329_41.out,mcz_td,mismatch,0:5:19.1,1,25.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957145,2026-04-08,ok,
compute_mismatch_3061329_42.out,mcz_td,mismatch,0:5:16.03,1,26.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz26_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1955048,2026-04-08,ok,
compute_mismatch_3061329_43.out,mcz_td,mismatch,0:5:20.39,1,26.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz26p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1958101,2026-04-08,ok,
compute_mismatch_3061329_44.out,mcz_td,mismatch,0:5:12.66,1,27.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz27_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1957641,2026-04-08,ok,
compute_mismatch_3061329_45.out,mcz_td,mismatch,0:5:14.87,1,27.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz27p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1959592,2026-04-08,ok,
compute_mismatch_3061329_46.out,mcz_td,mismatch,0:5:18.81,1,28.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz28_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1961227,2026-04-08,ok,
compute_mismatch_3061329_47.out,mcz_td,mismatch,0:5:18.25,1,28.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz28p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1963163,2026-04-08,ok,
compute_mismatch_3061329_48.out,mcz_td,mismatch,0:5:23.98,1,29.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz29_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1965839,2026-04-08,ok,
compute_mismatch_3061329_49.out,mcz_td,mismatch,0:5:25.57,1,29.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz29p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1973521,2026-04-08,ok,
compute_mismatch_3061329_50.out,mcz_td,mismatch,0:5:20.6,1,30.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz30_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1976822,2026-04-08,ok,
compute_mismatch_3061329_51.out,mcz_td,mismatch,0:5:20.51,1,30.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz30p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1981717,2026-04-08,ok,
compute_mismatch_3061329_52.out,mcz_td,mismatch,0:5:27.11,1,31.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz31_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1986091,2026-04-08,ok,
compute_mismatch_3061329_53.out,mcz_td,mismatch,0:5:21.8,1,31.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz31p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1990050,2026-04-08,ok,
compute_mismatch_3061329_54.out,mcz_td,mismatch,0:5:20.44,1,32.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz32_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1994823,2026-04-08,ok,
compute_mismatch_3061329_55.out,mcz_td,mismatch,0:5:19.97,1,32.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz32p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,1997728,2026-04-08,ok,
compute_mismatch_3061329_56.out,mcz_td,mismatch,0:5:7.28,1,33.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz33_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2003422,2026-04-08,ok,
compute_mismatch_3061329_57.out,mcz_td,mismatch,0:5:9.29,1,33.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz33p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2007469,2026-04-08,ok,
compute_mismatch_3061329_58.out,mcz_td,mismatch,0:5:9.4,1,34.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz34_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2016878,2026-04-08,ok,
compute_mismatch_3061329_59.out,mcz_td,mismatch,0:5:9.23,1,34.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz34p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2023277,2026-04-08,ok,
compute_mismatch_3061329_60.out,mcz_td,mismatch,0:5:9.24,1,35.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz35_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2030546,2026-04-08,ok,
compute_mismatch_3061329_61.out,mcz_td,mismatch,0:5:8.74,1,35.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz35p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2034264,2026-04-08,ok,
compute_mismatch_3061329_62.out,mcz_td,mismatch,0:5:8.25,1,36.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz36_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2041444,2026-04-08,ok,
compute_mismatch_3061329_63.out,mcz_td,mismatch,0:5:7.93,1,36.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz36p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2045553,2026-04-08,ok,
compute_mismatch_3061329_64.out,mcz_td,mismatch,0:5:4.96,1,37.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz37_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2046886,2026-04-08,ok,
compute_mismatch_3061329_65.out,mcz_td,mismatch,0:5:7.98,1,37.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz37p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2049475,2026-04-08,ok,
compute_mismatch_3061329_66.out,mcz_td,mismatch,0:5:15.82,1,38.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz38_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2054066,2026-04-08,ok,
compute_mismatch_3061329_67.out,mcz_td,mismatch,0:5:7.73,1,38.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz38p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2056060,2026-04-08,ok,
compute_mismatch_3061329_68.out,mcz_td,mismatch,0:5:33.32,1,39.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz39_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2060940,2026-04-08,ok,
compute_mismatch_3061329_69.out,mcz_td,mismatch,0:5:37.56,1,39.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz39p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2057433,2026-04-08,ok,
