log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,I_min,I_max,I_pts,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,size,date,status,note
compute_mismatch_I_td_cubes_3137272_68.out,I_td,mismatch,0:5:17.69,1,20,,,,0.78,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p78_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2154665,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_69.out,I_td,mismatch,0:5:20.84,1,20,,,,0.79,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p79_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2153716,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_70.out,I_td,mismatch,0:5:23.08,1,20,,,,0.8,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p8_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2153914,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_71.out,I_td,mismatch,0:5:31.04,1,20,,,,0.81,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p81_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2153362,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_72.out,I_td,mismatch,0:5:19.67,1,20,,,,0.82,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p82_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152524,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_73.out,I_td,mismatch,0:5:25.15,1,20,,,,0.83,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p83_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2153044,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_74.out,I_td,mismatch,0:5:33.78,1,20,,,,0.84,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p84_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152736,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_75.out,I_td,mismatch,0:5:20.39,1,20,,,,0.85,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p85_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152944,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_76.out,I_td,mismatch,0:5:30.28,1,20,,,,0.86,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p86_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152304,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_77.out,I_td,mismatch,0:5:20.08,1,20,,,,0.87,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p87_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152433,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_78.out,I_td,mismatch,0:5:23.2,1,20,,,,0.88,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p88_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152914,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_79.out,I_td,mismatch,0:5:19.69,1,20,,,,0.89,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p89_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2153435,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_80.out,I_td,mismatch,0:5:21.11,1,20,,,,0.9,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p9_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2152687,2026-05-01,ok,
compute_mismatch_I_td_cubes_test_3133164_0.out,I_td,mismatch,1:55:33.07,1,25,,,,,0.1,0.29,20,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,,45428568,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3133865_0.out,I_td,mismatch,1:53:47.29,1,25,,,,,0.3,0.49,20,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,,44632336,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_0.out,I_td,mismatch,0:6:3.21,1,25,,,,0.5,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2214209,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_1.out,I_td,mismatch,0:5:56.23,1,25,,,,0.51,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p51_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2213331,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_2.out,I_td,mismatch,0:5:50.82,1,25,,,,0.52,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p52_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2211944,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_3.out,I_td,mismatch,0:5:43.79,1,25,,,,0.53,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p53_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2211234,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_4.out,I_td,mismatch,0:5:49.54,1,25,,,,0.54,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p54_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2210039,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_5.out,I_td,mismatch,0:5:43.86,1,25,,,,0.55,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p55_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2209638,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_6.out,I_td,mismatch,0:5:44.0,1,25,,,,0.56,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p56_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2207495,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_7.out,I_td,mismatch,0:5:42.92,1,25,,,,0.57,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p57_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2206983,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_8.out,I_td,mismatch,0:5:42.07,1,25,,,,0.58,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p58_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2206253,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_9.out,I_td,mismatch,0:5:51.09,1,25,,,,0.59,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p59_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2205236,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_10.out,I_td,mismatch,0:5:47.0,1,25,,,,0.6,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p6_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2204702,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_11.out,I_td,mismatch,0:5:44.89,1,25,,,,0.61,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p61_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2203737,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_12.out,I_td,mismatch,0:5:49.9,1,25,,,,0.62,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p62_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2202335,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_13.out,I_td,mismatch,0:5:47.06,1,25,,,,0.63,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p63_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2201326,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_14.out,I_td,mismatch,0:5:47.41,1,25,,,,0.64,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p64_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2200523,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_15.out,I_td,mismatch,0:5:46.21,1,25,,,,0.65,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p65_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2199502,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_16.out,I_td,mismatch,0:5:45.52,1,25,,,,0.66,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p66_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2198930,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_17.out,I_td,mismatch,0:5:59.38,1,25,,,,0.67,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p67_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2198258,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_18.out,I_td,mismatch,0:5:46.93,1,25,,,,0.68,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p68_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2196987,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_19.out,I_td,mismatch,0:5:47.47,1,25,,,,0.69,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p69_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2196402,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_20.out,I_td,mismatch,0:5:29.12,1,25,,,,0.7,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p7_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2196328,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_21.out,I_td,mismatch,0:5:36.0,1,25,,,,0.71,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p71_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2195497,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_22.out,I_td,mismatch,0:5:29.76,1,25,,,,0.72,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p72_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2194586,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_23.out,I_td,mismatch,0:5:26.65,1,25,,,,0.73,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p73_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2193665,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_24.out,I_td,mismatch,0:5:26.93,1,25,,,,0.74,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p74_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2193501,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_25.out,I_td,mismatch,0:5:23.73,1,25,,,,0.75,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p75_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2193687,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_26.out,I_td,mismatch,0:5:27.88,1,25,,,,0.76,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p76_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2193069,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_27.out,I_td,mismatch,0:5:22.86,1,25,,,,0.77,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p77_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2193089,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_28.out,I_td,mismatch,0:5:22.2,1,25,,,,0.78,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p78_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2192273,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_29.out,I_td,mismatch,0:5:24.0,1,25,,,,0.79,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p79_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2191988,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_30.out,I_td,mismatch,0:5:21.13,1,25,,,,0.8,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p8_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2191710,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_31.out,I_td,mismatch,0:5:25.62,1,25,,,,0.81,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p81_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2191048,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_32.out,I_td,mismatch,0:5:34.27,1,25,,,,0.82,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p82_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2190967,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_33.out,I_td,mismatch,0:5:22.17,1,25,,,,0.83,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p83_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2190329,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_34.out,I_td,mismatch,0:5:27.6,1,25,,,,0.84,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p84_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2190161,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_35.out,I_td,mismatch,0:5:28.99,1,25,,,,0.85,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p85_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2189336,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_36.out,I_td,mismatch,0:5:23.56,1,25,,,,0.86,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p86_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2189098,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_37.out,I_td,mismatch,0:5:26.61,1,25,,,,0.87,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p87_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2188334,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_38.out,I_td,mismatch,0:5:18.64,1,25,,,,0.88,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p88_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2188234,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_39.out,I_td,mismatch,0:5:45.36,1,25,,,,0.89,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p89_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2188339,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3134555_40.out,I_td,mismatch,0:5:28.86,1,25,,,,0.9,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p9_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2188953,2026-04-29,ok,
compute_mismatch_I_td_cubes_test_3146416_0.out,I_td,mismatch,0:5:45.32,1,15,,,,0.1,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p1_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2262321,2026-05-06,ok,Amends corrupted cube from mistaken run compute_mismatch_I_td_cubes_3137975_0.out
