log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,I_min,I_max,I_pts,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,size,date,status,note
compute_mismatch_I_td_cubes_3137272_3.out,I_td,mismatch,0:5:29.86,1,20,,,,0.13,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p13_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2267932,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_4.out,I_td,mismatch,0:5:33.58,1,20,,,,0.14,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p14_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2262457,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_5.out,I_td,mismatch,0:5:32.52,1,20,,,,0.15,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p15_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2257592,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_6.out,I_td,mismatch,0:5:21.15,1,20,,,,0.16,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p16_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2252556,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_7.out,I_td,mismatch,0:5:19.62,1,20,,,,0.17,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p17_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2247773,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_8.out,I_td,mismatch,0:5:20.21,1,20,,,,0.18,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p18_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2242788,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_9.out,I_td,mismatch,0:5:35.24,1,20,,,,0.19,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p19_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2238329,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_10.out,I_td,mismatch,0:5:30.55,1,20,,,,0.2,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p2_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2235826,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_11.out,I_td,mismatch,0:5:17.26,1,20,,,,0.21,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p21_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2232257,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_12.out,I_td,mismatch,0:5:18.5,1,20,,,,0.22,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p22_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2229527,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_13.out,I_td,mismatch,0:5:19.1,1,20,,,,0.23,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p23_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2227486,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_14.out,I_td,mismatch,0:5:15.52,1,20,,,,0.24,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p24_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2224809,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_15.out,I_td,mismatch,0:5:16.41,1,20,,,,0.25,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p25_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2222785,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_16.out,I_td,mismatch,0:5:33.06,1,20,,,,0.26,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p26_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2221610,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_17.out,I_td,mismatch,0:5:35.8,1,20,,,,0.27,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p27_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2218929,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_18.out,I_td,mismatch,0:5:17.86,1,20,,,,0.28,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p28_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2215528,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_19.out,I_td,mismatch,0:5:19.61,1,20,,,,0.29,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p29_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2212609,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_20.out,I_td,mismatch,0:5:21.27,1,20,,,,0.3,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p3_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2209991,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_21.out,I_td,mismatch,0:5:14.33,1,20,,,,0.31,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p31_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2207216,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_22.out,I_td,mismatch,0:5:17.55,1,20,,,,0.32,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p32_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2205528,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_23.out,I_td,mismatch,0:5:17.19,1,20,,,,0.33,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p33_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2204061,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_24.out,I_td,mismatch,0:5:34.09,1,20,,,,0.34,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p34_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2200975,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_25.out,I_td,mismatch,0:5:33.46,1,20,,,,0.35,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p35_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2198847,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_26.out,I_td,mismatch,0:5:29.99,1,20,,,,0.36,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p36_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2196598,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_27.out,I_td,mismatch,0:5:17.89,1,20,,,,0.37,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p37_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2194566,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_28.out,I_td,mismatch,0:5:19.71,1,20,,,,0.38,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p38_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2193754,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_29.out,I_td,mismatch,0:5:19.98,1,20,,,,0.39,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p39_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2191975,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_30.out,I_td,mismatch,0:5:16.4,1,20,,,,0.4,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p4_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2190365,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_31.out,I_td,mismatch,0:5:16.13,1,20,,,,0.41,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p41_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2189537,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_32.out,I_td,mismatch,0:5:19.8,1,20,,,,0.42,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p42_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2188094,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_33.out,I_td,mismatch,0:5:34.66,1,20,,,,0.43,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p43_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2185981,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_34.out,I_td,mismatch,0:5:35.07,1,20,,,,0.44,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p44_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2184286,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_35.out,I_td,mismatch,0:5:32.92,1,20,,,,0.45,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p45_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2183205,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_36.out,I_td,mismatch,0:5:18.98,1,20,,,,0.46,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p46_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2181577,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_37.out,I_td,mismatch,0:5:18.78,1,20,,,,0.47,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p47_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2179928,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_38.out,I_td,mismatch,0:5:18.7,1,20,,,,0.48,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p48_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2178072,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_39.out,I_td,mismatch,0:5:14.86,1,20,,,,0.49,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p49_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2176468,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_40.out,I_td,mismatch,0:5:15.4,1,20,,,,0.5,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2175625,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_41.out,I_td,mismatch,0:5:15.35,1,20,,,,0.51,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p51_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2174273,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_42.out,I_td,mismatch,0:5:32.53,1,20,,,,0.52,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p52_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2173334,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_43.out,I_td,mismatch,0:5:31.74,1,20,,,,0.53,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p53_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2172156,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_44.out,I_td,mismatch,0:5:23.03,1,20,,,,0.54,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p54_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2170974,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_45.out,I_td,mismatch,0:5:21.19,1,20,,,,0.55,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p55_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2170365,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_46.out,I_td,mismatch,0:5:21.37,1,20,,,,0.56,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p56_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2169680,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_47.out,I_td,mismatch,0:5:32.51,1,20,,,,0.57,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p57_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2168613,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_48.out,I_td,mismatch,0:5:17.46,1,20,,,,0.58,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p58_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2168785,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_49.out,I_td,mismatch,0:5:22.21,1,20,,,,0.59,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p59_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2167875,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_50.out,I_td,mismatch,0:5:31.45,1,20,,,,0.6,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p6_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2167284,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_51.out,I_td,mismatch,0:5:20.2,1,20,,,,0.61,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p61_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2166634,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_52.out,I_td,mismatch,0:5:33.0,1,20,,,,0.62,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p62_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2166137,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_53.out,I_td,mismatch,0:5:24.75,1,20,,,,0.63,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p63_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2165423,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_54.out,I_td,mismatch,0:5:32.51,1,20,,,,0.64,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p64_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2164748,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_55.out,I_td,mismatch,0:5:33.37,1,20,,,,0.65,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p65_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2163959,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_56.out,I_td,mismatch,0:5:22.27,1,20,,,,0.66,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p66_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2163058,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_57.out,I_td,mismatch,0:5:33.85,1,20,,,,0.67,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p67_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2163169,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_58.out,I_td,mismatch,0:5:21.34,1,20,,,,0.68,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p68_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2161200,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_59.out,I_td,mismatch,0:5:32.35,1,20,,,,0.69,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p69_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2160181,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_60.out,I_td,mismatch,0:5:22.27,1,20,,,,0.7,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p7_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2159745,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_61.out,I_td,mismatch,0:5:17.69,1,20,,,,0.71,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p71_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2158313,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_62.out,I_td,mismatch,0:5:20.44,1,20,,,,0.72,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p72_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2158271,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_63.out,I_td,mismatch,0:5:28.89,1,20,,,,0.73,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p73_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2157841,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_64.out,I_td,mismatch,0:5:22.1,1,20,,,,0.74,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p74_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2157353,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_65.out,I_td,mismatch,0:5:34.57,1,20,,,,0.75,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p75_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2156584,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_66.out,I_td,mismatch,0:5:22.52,1,20,,,,0.76,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p76_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2155720,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137272_67.out,I_td,mismatch,0:5:23.37,1,20,,,,0.77,,,,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_z1_mcz20_I0p1-0p9_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p77_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2155278,2026-05-01,ok,
