log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,I_min,I_max,I_pts,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,date,status,Note
compute_mismatch_I_td_cubes_3137981_61.out,I_td,mismatch,0:5:42.56,1,15,,,,0.71,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p71_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_62.out,I_td,mismatch,0:5:35.09,1,15,,,,0.72,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p72_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_63.out,I_td,mismatch,0:5:29.17,1,15,,,,0.73,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p73_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_64.out,I_td,mismatch,0:5:29.05,1,15,,,,0.74,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p74_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_65.out,I_td,mismatch,0:5:28.04,1,15,,,,0.75,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p75_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_66.out,I_td,mismatch,0:5:28.03,1,15,,,,0.76,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p76_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_67.out,I_td,mismatch,0:5:40.76,1,15,,,,0.77,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p77_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_68.out,I_td,mismatch,0:5:42.02,1,15,,,,0.78,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p78_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_69.out,I_td,mismatch,0:5:26.1,1,15,,,,0.79,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p79_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_70.out,I_td,mismatch,0:5:28.21,1,15,,,,0.8,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p8_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_71.out,I_td,mismatch,0:5:39.46,1,15,,,,0.81,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p81_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_72.out,I_td,mismatch,0:5:24.25,1,15,,,,0.82,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p82_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_73.out,I_td,mismatch,0:5:30.16,1,15,,,,0.83,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p83_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_74.out,I_td,mismatch,0:5:28.03,1,15,,,,0.84,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p84_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_75.out,I_td,mismatch,0:5:40.97,1,15,,,,0.85,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p85_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_76.out,I_td,mismatch,0:5:40.54,1,15,,,,0.86,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p86_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_77.out,I_td,mismatch,0:5:34.81,1,15,,,,0.87,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p87_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_78.out,I_td,mismatch,0:5:32.24,1,15,,,,0.88,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p88_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_79.out,I_td,mismatch,0:5:40.99,1,15,,,,0.89,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p89_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3137981_80.out,I_td,mismatch,0:5:42.01,1,15,,,,0.9,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz15_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p9_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-01,ok,
compute_mismatch_I_td_cubes_3143138_0.out,I_td,mismatch,0:5:24.03,1,25,,,,0.1,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p1_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_1.out,I_td,mismatch,0:5:13.88,1,25,,,,0.11,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p11_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_2.out,I_td,mismatch,0:5:14.2,1,25,,,,0.12,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p12_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_3.out,I_td,mismatch,0:5:26.07,1,25,,,,0.13,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p13_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_4.out,I_td,mismatch,0:5:26.6,1,25,,,,0.14,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p14_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_5.out,I_td,mismatch,0:5:12.06,1,25,,,,0.15,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p15_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_6.out,I_td,mismatch,0:5:11.4,1,25,,,,0.16,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p16_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_7.out,I_td,mismatch,0:5:27.21,1,25,,,,0.17,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p17_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_8.out,I_td,mismatch,0:5:16.64,1,25,,,,0.18,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p18_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_9.out,I_td,mismatch,0:5:19.73,1,25,,,,0.19,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p19_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_10.out,I_td,mismatch,0:5:29.64,1,25,,,,0.2,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p2_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_11.out,I_td,mismatch,0:5:25.54,1,25,,,,0.21,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p21_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_12.out,I_td,mismatch,0:5:14.09,1,25,,,,0.22,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p22_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_13.out,I_td,mismatch,0:5:12.83,1,25,,,,0.23,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p23_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_14.out,I_td,mismatch,0:5:15.84,1,25,,,,0.24,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p24_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_15.out,I_td,mismatch,0:5:17.87,1,25,,,,0.25,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p25_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_16.out,I_td,mismatch,0:5:15.53,1,25,,,,0.26,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p26_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_17.out,I_td,mismatch,0:5:27.13,1,25,,,,0.27,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p27_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_18.out,I_td,mismatch,0:5:20.93,1,25,,,,0.28,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p28_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_19.out,I_td,mismatch,0:5:27.5,1,25,,,,0.29,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p29_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_20.out,I_td,mismatch,0:5:27.07,1,25,,,,0.3,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p3_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_21.out,I_td,mismatch,0:5:20.1,1,25,,,,0.31,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p31_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_22.out,I_td,mismatch,0:5:15.53,1,25,,,,0.32,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p32_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_23.out,I_td,mismatch,0:5:13.6,1,25,,,,0.33,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p33_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_24.out,I_td,mismatch,0:5:16.61,1,25,,,,0.34,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p34_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_25.out,I_td,mismatch,0:5:27.28,1,25,,,,0.35,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p35_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_26.out,I_td,mismatch,0:5:15.33,1,25,,,,0.36,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p36_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_27.out,I_td,mismatch,0:5:26.19,1,25,,,,0.37,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p37_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_28.out,I_td,mismatch,0:5:19.99,1,25,,,,0.38,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p38_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_29.out,I_td,mismatch,0:5:29.97,1,25,,,,0.39,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p39_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_30.out,I_td,mismatch,0:5:22.88,1,25,,,,0.4,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p4_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_31.out,I_td,mismatch,0:5:35.41,1,25,,,,0.41,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p41_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_32.out,I_td,mismatch,0:5:17.59,1,25,,,,0.42,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p42_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_33.out,I_td,mismatch,0:5:16.18,1,25,,,,0.43,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p43_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_34.out,I_td,mismatch,0:5:22.19,1,25,,,,0.44,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p44_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_35.out,I_td,mismatch,0:5:32.31,1,25,,,,0.45,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p45_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_36.out,I_td,mismatch,0:5:20.24,1,25,,,,0.46,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p46_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_37.out,I_td,mismatch,0:5:30.61,1,25,,,,0.47,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p47_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_38.out,I_td,mismatch,0:5:20.81,1,25,,,,0.48,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p48_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_39.out,I_td,mismatch,0:5:13.61,1,25,,,,0.49,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p49_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_40.out,I_td,mismatch,0:5:16.15,1,25,,,,0.5,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_41.out,I_td,mismatch,0:5:31.19,1,25,,,,0.51,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p51_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_42.out,I_td,mismatch,0:5:16.84,1,25,,,,0.52,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p52_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_43.out,I_td,mismatch,0:5:27.83,1,25,,,,0.53,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p53_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_44.out,I_td,mismatch,0:5:16.5,1,25,,,,0.54,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p54_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_45.out,I_td,mismatch,0:5:17.26,1,25,,,,0.55,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p55_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
compute_mismatch_I_td_cubes_3143138_46.out,I_td,mismatch,0:5:13.91,1,25,,,,0.56,,,,20,70,51,0,6,61,0,15,151,51,,Taman_faceon,mismatch_z1_mcz25_I0p1-0p9_td20-70_Taman_faceon/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p56_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_faceon.h5,2026-05-05,ok,
