log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,date,status,Note
compute_mismatch_3058761_9.out,mcz_td,mismatch,0:5:45.68,1,9.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz9p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_10.out,mcz_td,mismatch,0:6:0.21,1,10.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz10_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_11.out,mcz_td,mismatch,0:5:38.53,1,10.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz10p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_12.out,mcz_td,mismatch,0:5:44.61,1,11.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz11_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_13.out,mcz_td,mismatch,0:5:40.95,1,11.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz11p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_14.out,mcz_td,mismatch,0:5:38.59,1,12.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz12_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_15.out,mcz_td,mismatch,0:5:46.91,1,12.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz12p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_16.out,mcz_td,mismatch,0:5:34.37,1,13.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz13_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_17.out,mcz_td,mismatch,0:5:27.05,1,13.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz13p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_18.out,mcz_td,mismatch,0:5:38.05,1,14.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz14_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_19.out,mcz_td,mismatch,0:5:27.84,1,14.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz14p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_20.out,mcz_td,mismatch,0:5:29.58,1,15.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz15_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_21.out,mcz_td,mismatch,0:5:40.39,1,15.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz15p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_22.out,mcz_td,mismatch,0:5:28.46,1,16.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz16_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_23.out,mcz_td,mismatch,0:5:34.74,1,16.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz16p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_24.out,mcz_td,mismatch,0:5:28.09,1,17.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz17_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_25.out,mcz_td,mismatch,0:5:28.07,1,17.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz17p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_26.out,mcz_td,mismatch,0:5:27.92,1,18.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz18_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_27.out,mcz_td,mismatch,0:5:34.91,1,18.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz18p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_28.out,mcz_td,mismatch,0:5:21.62,1,19.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz19_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_29.out,mcz_td,mismatch,0:5:22.81,1,19.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz19p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_30.out,mcz_td,mismatch,0:5:20.37,1,20.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz20_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_31.out,mcz_td,mismatch,0:5:22.58,1,20.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz20p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_32.out,mcz_td,mismatch,0:5:19.77,1,21.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz21_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_33.out,mcz_td,mismatch,0:5:59.99,1,21.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz21p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_34.out,mcz_td,mismatch,0:5:47.88,1,22.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz22_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_35.out,mcz_td,mismatch,0:5:38.91,1,22.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz22p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_36.out,mcz_td,mismatch,0:6:7.73,1,23.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz23_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_37.out,mcz_td,mismatch,0:5:51.1,1,23.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz23p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_38.out,mcz_td,mismatch,0:5:49.48,1,24.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz24_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_39.out,mcz_td,mismatch,0:5:30.03,1,24.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz24p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_40.out,mcz_td,mismatch,0:5:26.41,1,25.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz25_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_41.out,mcz_td,mismatch,0:5:20.92,1,25.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz25p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_42.out,mcz_td,mismatch,0:5:25.61,1,26.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz26_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_43.out,mcz_td,mismatch,0:5:10.7,1,26.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz26p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_44.out,mcz_td,mismatch,0:5:18.1,1,27.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz27_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_45.out,mcz_td,mismatch,0:5:18.51,1,27.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz27p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_46.out,mcz_td,mismatch,0:5:22.28,1,28.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz28_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_47.out,mcz_td,mismatch,0:5:20.95,1,28.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz28p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_48.out,mcz_td,mismatch,0:5:7.79,1,29.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz29_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_49.out,mcz_td,mismatch,0:5:8.87,1,29.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz29p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_50.out,mcz_td,mismatch,0:5:17.93,1,30.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz30_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_51.out,mcz_td,mismatch,0:5:8.59,1,30.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz30p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_52.out,mcz_td,mismatch,0:5:24.2,1,31.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz31_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_53.out,mcz_td,mismatch,0:5:21.13,1,31.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz31p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_54.out,mcz_td,mismatch,0:5:11.25,1,32.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz32_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_55.out,mcz_td,mismatch,0:5:17.52,1,32.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz32p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_56.out,mcz_td,mismatch,0:5:17.21,1,33.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz33_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_57.out,mcz_td,mismatch,0:5:6.09,1,33.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz33p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_58.out,mcz_td,mismatch,0:5:17.32,1,34.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz34_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_59.out,mcz_td,mismatch,0:5:15.6,1,34.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz34p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_60.out,mcz_td,mismatch,0:5:16.94,1,35.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz35_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_61.out,mcz_td,mismatch,0:5:18.82,1,35.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz35p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_62.out,mcz_td,mismatch,0:5:20.44,1,36.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz36_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_63.out,mcz_td,mismatch,0:5:14.36,1,36.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz36p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_64.out,mcz_td,mismatch,0:5:16.68,1,37.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz37_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_65.out,mcz_td,mismatch,0:5:15.36,1,37.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz37p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_66.out,mcz_td,mismatch,0:5:19.13,1,38.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz38_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_67.out,mcz_td,mismatch,0:5:11.71,1,38.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz38p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_68.out,mcz_td,mismatch,0:5:14.04,1,39.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz39_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_69.out,mcz_td,mismatch,0:5:15.2,1,39.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz39p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_70.out,mcz_td,mismatch,0:5:12.53,1,40.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz40_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_71.out,mcz_td,mismatch,0:5:16.61,1,40.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz40p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_72.out,mcz_td,mismatch,0:5:13.94,1,41.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz41_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_73.out,mcz_td,mismatch,0:5:15.42,1,41.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz41p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_74.out,mcz_td,mismatch,0:5:17.3,1,42.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz42_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_75.out,mcz_td,mismatch,0:5:12.99,1,42.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz42p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_76.out,mcz_td,mismatch,0:5:15.95,1,43.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz43_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_77.out,mcz_td,mismatch,0:5:19.49,1,43.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz43p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_78.out,mcz_td,mismatch,0:5:15.66,1,44.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz44_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_79.out,mcz_td,mismatch,0:5:16.87,1,44.5,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz44p5_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
compute_mismatch_3058761_80.out,mcz_td,mismatch,0:5:14.05,1,45.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_random,mismatch_I0p5_z1_mcz5-45_td20-70_Taman_random/mismatch_cubes,mismatch_cubes_z1_mcz45_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_random.h5,2026-04-03,ok,
