log_file,pipeline,stage,total_time,z,mcz,mcz_min,mcz_max,mcz_pts,I,td_min_ms,td_max_ms,td_pts,omega_min,omega_max,omega_pts,theta_min,theta_max,theta_pts,gamma_pts,dtype,orientation,save_dir,save_file,date,status
compute_mismatch_3053794_7.out,mcz_td,mismatch,0:5:36.29,1e-8,47.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz47_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_8.out,mcz_td,mismatch,0:5:32.74,1e-8,48.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz48_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_9.out,mcz_td,mismatch,0:5:25.09,1e-8,49.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz49_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_10.out,mcz_td,mismatch,0:5:27.3,1e-8,50.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz50_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_11.out,mcz_td,mismatch,0:5:17.0,1e-8,51.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz51_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_12.out,mcz_td,mismatch,0:5:14.46,1e-8,52.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz52_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_13.out,mcz_td,mismatch,0:5:14.72,1e-8,53.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz53_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_14.out,mcz_td,mismatch,0:5:9.38,1e-8,54.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz54_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_15.out,mcz_td,mismatch,0:5:17.31,1e-8,55.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz55_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_16.out,mcz_td,mismatch,0:5:21.06,1e-8,56.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz56_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_17.out,mcz_td,mismatch,0:5:21.5,1e-8,57.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz57_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_18.out,mcz_td,mismatch,0:5:10.45,1e-8,58.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz58_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_19.out,mcz_td,mismatch,0:5:8.33,1e-8,59.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz59_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_20.out,mcz_td,mismatch,0:5:9.31,1e-8,60.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz60_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_21.out,mcz_td,mismatch,0:5:4.79,1e-8,61.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz61_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_22.out,mcz_td,mismatch,0:5:18.52,1e-8,62.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz62_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_23.out,mcz_td,mismatch,0:5:24.35,1e-8,63.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz63_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_24.out,mcz_td,mismatch,0:5:25.26,1e-8,64.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz64_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_25.out,mcz_td,mismatch,0:5:11.56,1e-8,65.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz65_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_26.out,mcz_td,mismatch,0:5:11.48,1e-8,66.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz66_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_27.out,mcz_td,mismatch,0:5:11.91,1e-8,67.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz67_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_28.out,mcz_td,mismatch,0:5:14.44,1e-8,68.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz68_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_3053794_29.out,mcz_td,mismatch,0:5:7.72,1e-8,69.0,,,,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,mismatch_cubes_z1e-08_mcz69_I0p5_td20-70x51_omega0-6x61_theta0-15x151_gamma0-2pix51_Taman_edgeon.h5,2026-04-03,ok
compute_mismatch_test_3053754_0.out,mcz_td,mismatch,0:59:4.05,1e-8,,80.0,90.0,11,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,,2026-04-03,ok
compute_mismatch_test_3053755_0.out,mcz_td,mismatch,0:54:28.45,1e-8,,70.0,79.0,10,0.5,20,70,51,0,6,61,0,15,151,51,,Taman_edgeon,mismatch_I0p5_z1e-08_mcz10-90_td20-70_Taman_edgeon/mismatch_cubes,,2026-04-03,ok
